date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:29:55	79101/79101	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:29:53%20GMT	https://infobloom.site/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/index.html	(from )
19:29:56	80574/80574	---M--	200	added ('OK')	text/css	etag:%2260f93f3c-13abe%22	https://infobloom.site/wp-includes/css/dist/block-library/style.min.css?ver=5.8	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-includes/css/dist/block-library/style.min41a3.css	(from https://infobloom.site/)
19:29:56	743/-1	---M--	200	added ('OK')	application/rss+xml	date:Mon,%2011%20Jul%202022%2016:29:56%20GMT	https://infobloom.site/comments/feed/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/comments/feed/index.html	(from https://infobloom.site/)
19:29:57	159889/159889	---M--	200	added ('OK')	text/css	etag:%2262861110-27091%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/bootstrap.css?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/bootstrapbf35.css	(from https://infobloom.site/)
19:29:57	4412/4412	---M--	200	added ('OK')	text/css	etag:%2262861110-113c%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/news-jack/style.css?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/news-jack/stylebf35.css	(from https://infobloom.site/)
19:29:57	57525/-1	---M--	200	added ('OK')	application/rss+xml	date:Wed,%2029%20Jun%202022%2011:22:16%20GMT	https://infobloom.site/feed/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/feed/index.html	(from https://infobloom.site/)
19:29:58	57504/57504	---M--	200	added ('OK')	text/css	etag:%2262861110-e0a0%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.minbf35.css	(from https://infobloom.site/)
19:29:59	26626/26626	---M--	200	added ('OK')	text/css	etag:%226284fd48-6802%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/css/v4-shims.min.css?ver=5.8	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/css/v4-shims.min41a3.css	(from https://infobloom.site/)
19:29:59	1213/1213	---M--	200	added ('OK')	text/css	etag:%2262861110-4bd%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/owl.carousel.css?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/owl.carouselbf35.css	(from https://infobloom.site/)
19:30:00	2235/2235	---M--	200	added ('OK')	text/css	etag:%2262861110-8bb%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/jquery.smartmenus.bootstrap.css?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/jquery.smartmenus.bootstrapbf35.css	(from https://infobloom.site/)
19:30:01	56098/56098	---M--	200	added ('OK')	text/css	etag:%2262861110-db22%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/style.css?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/stylebf35.css	(from https://infobloom.site/)
19:30:02	22713/22713	---M--	200	added ('OK')	text/css	etag:%2262861110-58b9%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/news-jack/css/colors/default.css?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/news-jack/css/colors/defaultbf35.css	(from https://infobloom.site/)
19:30:03	89521/89521	---M--	200	added ('OK')	application/javascript	etag:%2260f93f6c-15db1%22	https://infobloom.site/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-includes/js/jquery/jquery.minaf6c.js	(from https://infobloom.site/)
19:30:03	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%2260f93f6a-2bd8%22	https://infobloom.site/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://infobloom.site/)
19:30:04	1392/1392	---M--	200	added ('OK')	application/javascript	etag:%2262861110-570%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/navigation.js?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/navigationbf35.js	(from https://infobloom.site/)
19:30:05	89798/89798	---M--	200	added ('OK')	application/javascript	etag:%2262861110-15ec6%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/bootstrap.js?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/bootstrapbf35.js	(from https://infobloom.site/)
19:30:05	23890/23890	---M--	200	added ('OK')	application/javascript	etag:%226284fd48-5d52%22	https://infobloom.site/wp-content/themes/newsup/js/owl.carousel.min.js?ver=5.8	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/js/owl.carousel.min41a3.js	(from https://infobloom.site/)
19:30:06	28265/28265	---M--	200	added ('OK')	application/javascript	etag:%2262861110-6e69%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenus.js?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenusbf35.js	(from https://infobloom.site/)
19:30:07	3476/3476	---M--	200	added ('OK')	application/javascript	etag:%2262861110-d94%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenus.bootstrap.js?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.smartmenus.bootstrapbf35.js	(from https://infobloom.site/)
19:30:07	8886/8886	---M--	200	added ('OK')	application/javascript	etag:%2262861110-22b6%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.marquee.js?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/jquery.marqueebf35.js	(from https://infobloom.site/)
19:30:08	304/304	---M--	200	added ('OK')	application/javascript	etag:%2262861110-130%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/main.js?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/mainbf35.js	(from https://infobloom.site/)
19:30:09	798/-1	---M--	200	added ('OK')	text/xml	date:Mon,%2011%20Jul%202022%2016:30:08%20GMT	https://infobloom.site/xmlrpc.php?rsd	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/xmlrpc0db0.php	(from https://infobloom.site/)
19:30:09	1045/1045	---M--	200	added ('OK')	application/xml	date:Mon,%2011%20Jul%202022%2016:30:09%20GMT	https://infobloom.site/wp-includes/wlwmanifest.xml	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-includes/wlwmanifest.xml	(from https://infobloom.site/)
19:30:10	114504/-1	---M--	200	added ('OK')	application/json	date:Mon,%2011%20Jul%202022%2016:30:08%20GMT	https://infobloom.site/wp-json/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-json/index.html	(from https://infobloom.site/)
19:30:10	1375/1375	---M--	200	added ('OK')	image/jpeg	etag:%226284e33f-55f%22	https://infobloom.site/wp-content/uploads/2022/05/cropped-ico-32x32.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/uploads/2022/05/cropped-ico-32x32.jpg	(from https://infobloom.site/)
19:30:11	5367/5367	---M--	200	added ('OK')	image/jpeg	etag:%226284e33f-14f7%22	https://infobloom.site/wp-content/uploads/2022/05/cropped-ico-192x192.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/uploads/2022/05/cropped-ico-192x192.jpg	(from https://infobloom.site/)
19:30:11	5069/5069	---M--	200	added ('OK')	image/jpeg	etag:%226284e33f-13cd%22	https://infobloom.site/wp-content/uploads/2022/05/cropped-ico-180x180.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/uploads/2022/05/cropped-ico-180x180.jpg	(from https://infobloom.site/)
19:30:14	58818/58818	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:13%20GMT	https://infobloom.site/guide-to-buying-and-investing-in-nfts-safely/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/guide-to-buying-and-investing-in-nfts-safely/index.html	(from https://infobloom.site/)
19:30:14	52796/52796	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:13%20GMT	https://infobloom.site/missed-calls-from-international-numbers-a-scam-warned-by-police/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/missed-calls-from-international-numbers-a-scam-warned-by-police/index.html	(from https://infobloom.site/)
19:30:15	57827/57827	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:13%20GMT	https://infobloom.site/contemporary-art-what-is-it-characteristics-history-painting-sculpture/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/contemporary-art-what-is-it-characteristics-history-painting-sculpture/index.html	(from https://infobloom.site/)
19:30:15	143371/143371	---M--	200	added ('OK')	image/jpeg	etag:%2262bc35e9-2300b%22	https://infobloom.site/wp-content/uploads/2022/06/196f4e79-nft-non-fungible-tokens-guia-compra-invertir.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/uploads/2022/06/196f4e79-nft-non-fungible-tokens-guia-compra-invertir.jpg	(from https://infobloom.site/)
19:30:16	52846/52846	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:14%20GMT	https://infobloom.site/the-european-central-bank-will-create-nfts-to-withdraw-liquidity-from-the-markets-inocentada/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/the-european-central-bank-will-create-nfts-to-withdraw-liquidity-from-the-markets-inocentada/index.html	(from https://infobloom.site/)
19:30:16	61190/61190	---M--	200	added ('OK')	image/jpeg	etag:%2262947659-ef06%22	https://infobloom.site/wp-content/uploads/2022/05/1653896793_840_560.jpeg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/uploads/2022/05/1653896793_840_560.jpg	(from https://infobloom.site/)
19:30:16	53991/53991	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:15%20GMT	https://infobloom.site/category/uncategorized/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/category/uncategorized/index.html	(from https://infobloom.site/)
19:30:16	60430/60430	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:15%20GMT	https://infobloom.site/how-do-i-create-and-sell-nfts-on-polygon-open-sea/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/how-do-i-create-and-sell-nfts-on-polygon-open-sea/index.html	(from https://infobloom.site/)
19:30:16	36802/36802	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:16%20GMT	https://infobloom.site/2022/06/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/2022/06/index.html	(from https://infobloom.site/)
19:30:17	53896/53896	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:16%20GMT	https://infobloom.site/author/adminka/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/author/adminka/index.html	(from https://infobloom.site/)
19:30:17	53543/53543	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:16%20GMT	https://infobloom.site/2022/05/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/2022/05/index.html	(from https://infobloom.site/)
19:30:17	67618/67618	---M--	200	added ('OK')	image/jpeg	etag:%22629466cc-10822%22	https://infobloom.site/wp-content/uploads/2022/05/Arte-contemporaneo.jpg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/uploads/2022/05/Arte-contemporaneo.jpg	(from https://infobloom.site/)
19:30:17	10631/10631	---M--	200	added ('OK')	image/png	etag:%226293df64-2987%22	https://infobloom.site/wp-content/uploads/2022/05/a24892bb2e28dcd028d0fe2dff1d806c7a4ff923.png	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/uploads/2022/05/a24892bb2e28dcd028d0fe2dff1d806c7a4ff923.png	(from https://infobloom.site/)
19:30:18	1426/1426	---M--	200	added ('OK')	application/javascript	etag:%2260f93f50-592%22	https://infobloom.site/wp-includes/js/wp-embed.min.js?ver=5.8	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-includes/js/wp-embed.min41a3.js	(from https://infobloom.site/)
19:30:18	61396/61396	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:17%20GMT	https://infobloom.site/tips-for-buying-and-selling-safely-on-the-internet/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/tips-for-buying-and-selling-safely-on-the-internet/index.html	(from https://infobloom.site/)
19:30:18	51820/51820	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:17%20GMT	https://infobloom.site/high-risk-investments-a-traders-guide/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/high-risk-investments-a-traders-guide/index.html	(from https://infobloom.site/)
19:30:19	50915/50915	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:18%20GMT	https://infobloom.site/festival-ceremonia-surprises-with-its-nfts/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/festival-ceremonia-surprises-with-its-nfts/index.html	(from https://infobloom.site/)
19:30:19	2103/2103	---M--	200	added ('OK')	application/javascript	etag:%2262861110-837%22	https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/custom.js?ver=1652953360	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/js/custom.1dbf35.delayed	(from https://infobloom.site/)
19:30:20	53138/53138	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:19%20GMT	https://infobloom.site/what-are-the-latest-trends-of-the-crypto-revolution/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/what-are-the-latest-trends-of-the-crypto-revolution/index.html	(from https://infobloom.site/)
19:30:20	52178/52178	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:19%20GMT	https://infobloom.site/the-civil-guard-warns-of-a-scam-that-supplants-the-dgt-to-pay-a-false-fine/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/the-civil-guard-warns-of-a-scam-that-supplants-the-dgt-to-pay-a-false-fine/index.html	(from https://infobloom.site/)
19:30:20	8291/8291	---M--	200	added ('OK')	application/javascript	etag:%226284fc34-2063%22	https://infobloom.site/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/plugins/wp-rocket/assets/js/lazyload/17.5/lazyload.min.js	(from https://infobloom.site/)
19:30:21	79881/79881	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:20%20GMT	https://infobloom.site/page/2/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/page/2/index.html	(from https://infobloom.site/)
19:30:21	79046/79046	---M--	200	added ('OK')	text/html	date:Mon,%2011%20Jul%202022%2016:30:20%20GMT	https://infobloom.site/page/26/	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/page/26/index.html	(from https://infobloom.site/)
19:30:22	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226284fd48-1fac6%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.eot	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.eot	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:23	129734/129734	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226284fd48-1fac6%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.eot?	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:23	74760/74760	---M--	200	added ('OK')	font/woff2	etag:%226284fd48-12408%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff2	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff2	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:24	87644/87644	---M--	200	added ('OK')	font/woff	etag:%226284fd48-1565c%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.woff	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:25	129428/129428	---M--	200	added ('OK')	application/octet-stream	etag:%226284fd48-1f994%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.ttf	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.ttf	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:26	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226284fd48-865a%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.eot	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.eot	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:26	34394/34394	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226284fd48-865a%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.eot?	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:27	13584/13584	---M--	200	added ('OK')	font/woff2	etag:%226284fd48-3510%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.woff2	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.woff2	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:28	16804/16804	---M--	200	added ('OK')	font/woff	etag:%226284fd48-41a4%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.woff	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.woff	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:29	691790/691790	---M--	200	added ('OK')	image/svg+xml	etag:%226284fd48-a8e4e%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.svg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-brands-400.svg	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:29	34096/34096	---M--	200	added ('OK')	application/octet-stream	etag:%226284fd48-8530%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.ttf	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.ttf	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:31	144452/144452	---M--	200	added ('OK')	image/svg+xml	etag:%226284fd48-23444%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.svg	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-regular-400.svg	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
19:30:33	192122/192122	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%226284fd48-2ee7a%22	https://infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-solid-900.eot	C:/%d0%9c%d0%be%d0%b8%20Web%20%d0%a1%d0%b0%d0%b9%d1%82%d1%8b/Info/https___infobloom.site_/infobloom.site/wp-content/themes/newsup/css/font-awesome/webfonts/fa-solid-900.eot	(from https://infobloom.site/wp-content/cache/min/1/wp-content/themes/newsup/css/font-awesome/css/all.min.css?ver=1652953360)
